Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2024-10-17,46.72,58.4,2.03,1.2,4.08,2.98,23.45,0.62,3.43,0.12,,,,0.07,0.37,29.77,65.4,0.36,172.12,0.0,0.0,300.58,991.63,
2024-10-18,51.51,64.38,18.63,19.61,17.2,3.2,22.91,0.67,3.43,0.13,,,,0.07,0.4,29.96,66.72,0.36,183.99,0.0,0.0,301.69,991.57,
2024-10-19,52.69,65.87,1.99,1.33,4.14,2.88,22.45,0.57,5.15,0.11,,,,0.06,0.34,30.09,66.04,0.37,156.79,0.0,0.0,293.35,992.32,
2024-10-20,58.85,73.56,1.97,1.25,4.03,2.72,23.18,0.57,5.94,0.11,,,,0.06,0.34,30.48,65.12,0.41,174.34,0.0,0.0,285.06,993.41,
2024-10-21,45.68,57.09,1.98,1.24,4.04,2.56,23.98,0.52,4.09,0.1,,,,0.05,0.32,30.24,63.02,0.31,141.25,0.0,0.0,284.54,993.43,
2024-10-22,49.12,61.4,1.95,1.2,3.98,2.62,24.88,0.58,3.14,0.12,,,,0.06,0.34,29.62,66.28,0.33,123.4,0.0,0.0,286.39,993.24,
2024-10-23,49.8,62.25,1.84,1.12,3.73,2.84,30.77,0.67,0.98,0.13,,,,0.07,0.4,29.26,68.83,0.29,131.44,0.0,0.0,271.22,992.07,
2024-10-24,37.14,46.42,2.01,1.29,4.15,2.52,22.91,0.55,1.58,0.11,,,,0.06,0.33,29.04,74.28,0.52,169.69,0.0,0.0,271.16,990.72,
2024-10-25,18.13,22.67,1.96,1.22,4.01,1.97,24.62,0.22,1.38,0.04,,,,0.03,0.16,25.99,80.42,0.53,201.38,0.0,0.0,206.33,991.67,
2024-10-26,24.72,30.91,1.69,1.04,3.43,1.91,37.49,0.3,0.68,0.06,,,,0.03,0.18,28.2,75.9,0.46,183.21,0.0,0.0,261.63,991.42,
2024-10-27,22.25,27.81,97.94,72.13,94.97,1.85,40.43,0.33,0.7,0.07,,,,0.04,0.24,25.3,91.9,0.41,163.77,0.0,0.0,72.29,990.44,
2024-10-28,40.22,50.27,397.05,286.67,23.99,2.07,42.13,0.84,0.9,0.17,,,,0.09,0.51,27.74,85.88,0.27,137.89,0.0,0.0,201.7,989.53,
2024-10-29,56.86,71.07,,,,2.71,45.2,1.82,1.12,0.24,,,,0.13,0.72,29.79,78.95,0.26,122.1,0.0,0.0,284.5,990.04,
2024-10-30,46.58,58.23,6.23,4.0,12.1,2.6,35.37,0.91,2.46,0.14,,,,0.07,0.41,30.38,72.19,0.25,118.56,0.0,0.0,265.26,991.19,
2024-10-31,71.21,89.02,2.02,1.37,4.22,2.51,21.89,0.62,2.62,0.12,,,,0.06,0.37,30.2,63.29,0.3,133.61,0.0,0.0,269.34,991.59,
2024-11-01,70.31,87.89,2.05,1.26,4.19,2.24,21.95,0.33,4.07,0.07,,,,0.03,0.2,29.23,60.34,0.26,127.41,0.0,0.0,269.27,992.9,
2024-11-02,76.22,95.28,2.05,1.27,4.19,2.74,21.87,0.98,4.32,0.2,,,,0.1,0.59,27.77,59.5,0.28,135.06,0.0,0.0,274.77,994.25,
2024-11-03,75.74,94.68,2.03,1.28,4.18,2.9,21.81,1.14,3.67,0.23,,,,0.12,0.68,27.61,65.82,0.27,141.31,0.0,0.0,267.25,994.51,
2024-11-04,66.07,81.58,2.01,1.27,3.83,2.78,23.06,0.89,1.88,0.18,,,,0.1,0.58,27.22,75.97,0.31,164.49,0.0,0.0,272.66,993.72,
2024-11-05,51.47,61.75,1.97,1.31,2.23,2.88,23.08,0.48,1.85,0.1,,,,0.09,0.54,25.14,85.36,0.23,173.48,0.0,0.0,12.24,995.15,
2024-11-06,49.52,59.42,1.89,1.17,3.85,2.54,27.01,0.48,2.93,0.1,,,,0.05,0.29,27.54,75.55,0.27,166.63,0.0,0.0,276.55,995.54,
2024-11-07,44.21,53.03,1.83,1.17,3.75,2.82,30.02,0.48,1.99,0.1,,,,0.07,0.34,27.58,71.45,0.28,145.49,0.0,0.0,276.87,995.18,
2024-11-08,36.05,43.25,1.92,1.24,3.96,2.57,25.34,0.53,2.03,0.11,,,,0.05,0.32,27.63,68.54,0.33,167.97,0.0,0.0,267.4,995.06,
2024-11-09,40.19,48.23,1.68,1.15,3.44,2.86,36.12,0.54,1.25,0.11,,,,0.06,0.33,27.55,70.75,0.29,151.08,0.0,0.0,280.2,995.34,
2024-11-10,46.86,56.23,1.69,1.2,3.44,3.37,37.84,0.76,1.55,0.15,,,,0.08,0.46,27.22,70.95,0.24,123.42,0.0,0.0,265.93,995.58,
2024-11-11,54.36,65.23,1.83,1.22,3.79,3.05,28.9,1.15,2.68,0.23,,,,0.12,0.69,27.17,71.01,0.23,114.24,0.0,0.0,274.08,995.06,
2024-11-12,57.17,68.61,2.03,1.33,4.24,3.13,21.4,1.17,2.75,0.23,,,,0.12,0.7,27.06,68.92,0.25,126.45,0.0,0.0,272.4,994.45,
2024-11-13,55.9,67.08,1.93,1.2,3.93,2.48,25.73,1.37,2.93,0.27,,,,0.14,0.82,26.95,61.24,0.27,125.61,0.0,0.0,269.73,993.51,
2024-11-14,49.68,59.62,1.8,1.13,3.66,3.53,30.92,0.73,2.17,0.15,,,,0.08,0.44,25.84,57.05,0.27,128.83,0.0,0.0,268.18,994.97,
2024-11-15,59.92,71.9,2.04,1.32,4.23,2.89,21.4,0.63,2.82,0.13,,,,0.07,0.38,24.79,59.69,0.3,122.57,0.0,0.0,268.73,995.03,
2024-11-16,43.84,52.62,2.07,1.26,4.23,2.74,21.43,0.43,3.6,0.09,,,,0.04,0.26,25.1,57.52,0.28,128.81,0.0,0.0,263.85,993.69,
2024-11-17,50.02,60.02,2.03,1.31,4.2,2.59,21.37,0.44,3.79,0.09,,,,0.05,0.26,24.66,59.93,0.27,123.85,0.0,0.0,266.61,993.96,
2024-11-18,66.56,79.88,2.02,1.29,4.17,3.03,21.36,1.01,2.61,0.2,,,,0.11,0.61,23.94,61.0,0.26,120.25,0.0,0.0,263.83,995.25,
2024-11-19,68.4,82.08,2.07,1.28,4.21,2.92,21.33,1.41,2.37,0.28,,,,0.15,0.85,23.62,63.63,0.26,121.31,0.0,0.0,260.57,996.32,
2024-11-20,76.11,91.33,2.02,1.3,4.18,2.81,21.43,0.89,3.61,0.18,,,,0.09,0.54,22.27,64.38,0.24,117.67,0.0,0.0,258.71,995.94,
2024-11-21,66.52,79.82,1.93,1.23,3.97,3.15,24.41,0.86,3.56,0.17,,,,0.09,0.52,21.67,63.98,0.23,114.39,0.0,0.0,258.92,995.45,
2024-11-22,74.87,89.84,1.74,1.13,3.59,4.31,30.17,0.99,2.43,0.2,,,,0.1,0.59,21.03,66.6,0.25,126.88,0.0,0.0,257.04,995.39,
2024-11-23,95.27,114.33,1.9,1.23,3.93,4.07,25.42,1.73,2.27,0.35,,,,0.18,1.04,20.8,70.89,0.25,123.5,0.0,0.0,251.83,996.16,
2024-11-24,79.14,94.96,2.06,1.31,4.23,3.05,21.24,1.56,2.9,0.31,,,,0.16,0.94,22.12,69.55,0.25,121.65,0.0,0.0,251.66,996.04,
2024-11-25,37.99,50.03,2.05,1.32,4.24,3.05,21.35,0.79,3.91,0.16,,,,0.08,0.47,22.5,64.32,0.24,129.92,0.0,0.0,249.59,995.77,
2024-11-26,33.46,44.62,2.03,1.34,4.23,2.81,21.32,0.64,3.79,0.13,,,,0.07,0.38,22.37,65.24,0.24,123.31,0.0,0.0,250.34,995.38,
2024-11-27,42.61,56.82,2.05,1.28,4.2,2.64,21.36,0.98,2.92,0.19,,,,0.1,0.59,21.39,63.8,0.23,118.72,0.0,0.0,246.81,995.52,
2024-11-28,42.08,56.11,2.07,1.27,4.19,2.99,21.47,1.49,2.39,0.3,,,,0.16,0.9,20.96,62.12,0.25,124.63,0.0,0.0,247.39,996.62,
2024-11-29,50.97,67.96,2.02,1.26,4.13,2.55,21.31,2.04,2.55,0.41,,,,0.21,1.23,20.72,66.26,0.24,126.29,0.0,0.0,242.28,997.07,
2024-11-30,46.03,61.38,2.03,1.29,4.17,3.0,21.27,1.68,2.58,0.34,,,,0.18,1.01,20.93,64.36,0.21,114.75,0.0,0.0,248.18,995.35,
2024-12-01,59.48,79.31,2.02,1.33,4.19,2.95,21.36,1.53,2.72,0.31,,,,0.16,0.92,20.44,67.07,0.22,118.95,0.0,0.0,238.49,993.88,
2024-12-02,52.06,80.97,2.03,1.23,4.13,3.11,21.97,2.12,3.77,0.51,,,,0.27,1.54,21.11,67.93,0.25,129.58,0.0,0.0,245.05,994.27,
2024-12-03,53.11,82.06,2.05,1.28,4.19,2.97,21.43,2.22,3.08,0.44,,,,0.29,1.65,21.48,68.11,0.23,122.56,0.0,0.0,245.14,995.45,
2024-12-04,29.41,51.66,2.02,1.29,4.16,2.65,21.42,0.03,4.35,0.01,,,,0.03,0.13,22.63,59.81,0.29,123.46,0.0,0.0,244.52,994.48,
2024-12-05,22.92,41.58,2.03,1.32,4.21,2.62,21.36,0.0,3.42,0.0,,,,,,21.97,55.3,0.3,132.87,0.0,0.0,244.21,994.74,
2024-12-06,25.45,47.04,2.03,1.28,4.16,2.77,21.85,0.14,5.34,0.03,,,,0.05,0.26,20.51,53.85,0.29,125.43,0.0,0.0,243.92,994.18,
2024-12-07,28.02,56.0,2.05,1.35,4.25,2.57,21.32,1.56,2.95,0.31,,,,0.19,0.97,20.6,55.72,0.26,132.99,0.0,0.0,245.13,994.33,
2024-12-08,42.63,73.21,2.02,1.31,4.19,2.79,21.31,1.82,2.02,0.36,,,,0.19,1.09,20.84,56.99,0.31,161.91,0.0,0.0,237.84,994.24,
2024-12-09,39.02,64.47,2.02,1.33,4.19,3.24,21.4,0.77,3.25,0.16,,,,0.08,0.47,21.01,58.93,0.37,155.65,0.0,0.0,231.96,993.9,
2024-12-10,36.88,58.23,2.04,1.32,4.17,2.72,21.23,0.45,3.52,0.09,,,,0.05,0.27,19.23,64.72,0.32,124.97,0.0,0.0,235.44,996.23,
2024-12-11,28.42,46.84,2.06,1.26,4.16,2.76,20.61,0.25,3.28,0.05,,,,0.03,0.18,18.59,56.21,0.27,127.65,0.0,0.0,242.25,997.38,
2024-12-12,32.31,54.78,2.04,1.28,4.17,3.2,21.2,0.4,3.58,0.08,,,,0.05,0.26,18.13,52.92,0.29,125.23,0.0,0.0,241.66,996.18,
2024-12-13,38.5,63.83,2.06,1.27,4.18,3.12,21.32,0.4,4.47,0.08,,,,0.04,0.24,17.51,53.88,0.33,132.1,0.0,0.0,241.83,997.03,
2024-12-14,28.21,,2.03,1.33,4.19,3.14,21.28,0.27,3.54,0.05,,,,0.04,0.19,17.45,50.97,0.29,117.79,0.0,0.0,240.97,998.51,
2024-12-15,36.91,,1.99,1.35,4.15,3.42,21.28,0.56,3.27,0.11,,,,0.06,0.34,17.62,55.57,0.26,124.44,0.0,0.0,239.54,999.36,
2024-12-16,54.6,96.87,2.06,1.44,4.24,3.58,21.74,1.53,3.61,0.31,,,,0.16,0.92,17.82,61.23,0.25,129.44,0.0,0.0,235.35,997.73,
2024-12-17,63.57,106.2,2.02,1.37,4.21,3.27,21.47,2.33,2.73,0.47,,,,0.24,1.4,18.11,67.06,0.22,117.15,0.0,0.0,224.2,996.69,
2024-12-18,76.49,124.04,2.01,1.36,4.2,2.53,21.56,2.72,2.25,0.74,,,,0.39,2.22,18.06,73.84,0.22,115.77,0.0,0.0,217.25,995.93,
2024-12-19,70.36,111.85,2.03,1.33,4.2,2.47,21.6,2.76,1.48,0.73,,,,0.38,2.18,18.65,73.22,0.29,147.38,0.0,0.0,231.63,996.35,
2024-12-20,37.82,56.74,2.03,1.26,4.14,2.91,21.65,1.67,1.98,0.33,,,,0.17,1.0,19.35,70.49,0.29,145.17,0.0,0.0,228.15,994.68,
2024-12-21,34.19,51.29,2.02,1.31,4.16,2.77,21.62,1.29,1.92,0.26,,,,0.13,0.77,19.2,71.22,0.22,108.35,0.0,0.0,211.63,995.39,
2024-12-22,30.94,46.41,2.04,1.32,4.17,2.88,21.63,0.86,2.38,0.17,,,,0.09,0.52,18.92,70.26,0.25,123.27,0.0,0.0,223.08,996.55,
2024-12-23,28.18,42.27,2.03,1.29,4.16,2.96,21.61,0.74,1.67,0.15,,,,0.08,0.44,19.41,70.04,0.36,167.65,0.0,0.0,191.11,996.27,
2024-12-24,26.6,41.55,2.02,1.31,4.17,3.05,22.04,0.48,2.61,0.1,,,,0.05,0.29,20.28,64.35,0.4,170.79,0.0,0.0,201.45,996.23,
2024-12-25,32.17,53.62,2.06,1.34,4.23,2.64,21.57,0.69,1.48,0.14,,,,0.07,0.42,19.76,68.06,0.32,148.34,0.0,0.0,135.26,998.25,
2024-12-26,42.64,71.08,2.01,1.31,4.13,2.18,21.89,2.04,1.48,0.41,,,,0.21,1.23,20.85,67.68,0.25,139.17,0.0,0.0,200.36,1000.56,
2024-12-27,40.03,66.71,2.02,1.31,4.14,1.96,21.68,1.83,1.43,0.36,,,,0.36,2.06,22.07,69.57,0.35,164.39,0.0,0.0,209.77,999.82,
2024-12-28,29.0,48.33,2.01,1.29,4.12,2.51,21.64,0.01,1.12,0.0,,,,0.01,0.04,19.3,81.04,0.39,163.33,0.0,0.0,65.7,998.97,
2024-12-29,23.57,39.28,2.03,1.29,4.14,1.9,21.67,0.0,1.38,0.0,,,,0.01,0.03,19.47,87.63,0.37,125.92,0.0,0.0,225.12,998.97,
2024-12-30,14.25,23.74,2.05,1.22,4.1,1.96,21.64,0.0,1.6,0.0,,,,,,16.9,84.26,0.4,127.68,0.0,0.0,158.74,1000.19,
2024-12-31,13.07,21.78,2.03,1.27,4.13,2.02,21.73,0.0,1.52,0.0,,,,,,15.74,79.43,0.38,131.26,0.0,0.0,88.17,1001.25,
